"ensembl"	"symbol"	"MOCK_DMSO_8"	"MOCK_DMSO_8.1"	"MOCK_DMSO_8.2"	"UVC_DMSO_8"	"UVC_DMSO_8.1"	"UVC_DMSO_8.2"	"MOCK_TPA_8"	"MOCK_TPA_8.1"	"MOCK_TPA_8.2"	"UVC_TPA_8"	"UVC_TPA_8.1"	"UVC_TPA_8.2"
"ENSG00000229820.2"	NA	331	776	281	702	457	523	996	848	334	475	749	450
"ENSG00000229821.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000229822.2"	NA	0	0	0	0	0	0	0	0	0	47	0	0
"ENSG00000229824.1"	NA	0	0	0	25	0	0	0	0	0	0	0	0
"ENSG00000229826.2"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000229827.1"	NA	0	0	0	0	0	0	50	0	0	0	0	0
"ENSG00000229828.2"	NA	293	398	200	249	201	0	574	47	250	50	133	0
"ENSG00000229829.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000229830.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000229831.2"	NA	0	0	0	0	0	0	0	56	0	25	50	30
"ENSG00000229832.1"	NA	0	100	50	0	49	0	50	147	150	9	0	57
"ENSG00000229833.9"	PET100	18397	16246	12258	14804	14825	13591	26020	18545	9636	16304	16547	14691
"ENSG00000229834.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000229835.2"	NA	23338	16877	15672	13897	15161	17568	23904	22430	9281	14904	14469	14194
"ENSG00000229836.1"	NA	16	0	0	5	0	0	6	12	0	21	0	0
"ENSG00000229839.6"	NA	18626	18669	15353	14692	19274	15489	31634	28817	11990	22245	21107	20702
"ENSG00000229840.2"	NA	679	949	698	300	450	443	850	800	329	900	200	689
"ENSG00000229842.2"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000229846.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000229847.8"	EMX2OS	1497	895	1182	690	26	821	1681	1618	474	248	469	720
"ENSG00000229848.1"	NA	125	0	65	371	100	215	84	300	15	598	318	50
"ENSG00000229849.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000229851.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000229852.2"	NA	2694	2188	1464	2050	2499	2719	2725	2364	1262	2678	2467	1968
"ENSG00000229853.1"	NA	100	0	0	50	50	50	49	0	0	0	0	70
"ENSG00000229854.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000229855.8"	NA	0	0	0	0	0	50	0	0	0	0	0	0
"ENSG00000229857.1"	NA	0	48	0	0	0	36	26	34	29	0	0	0
"ENSG00000229858.2"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000229859.9"	PGA3	0	0	26	50	0	100	0	0	0	87	0	0
"ENSG00000229862.5"	NA	169	115	99	134	112	593	365	210	133	644	365	234
"ENSG00000229863.1"	NA	324	394	183	308	189	163	515	304	234	186	357	437
"ENSG00000229865.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000229867.1"	STEAP3-AS1	10924	12119	7333	6694	6186	10119	12651	10154	5017	5859	5792	5200
"ENSG00000229869.1"	LOC101927762	0	0	0	0	50	0	0	0	0	72	87	0
"ENSG00000229870.1"	NA	50	50	0	100	0	0	150	39	50	200	50	7
"ENSG00000229871.1"	NA	0	0	0	0	0	0	24	74	0	0	25	0
"ENSG00000229873.1"	OGFR-AS1	583	569	209	163	289	405	322	249	301	378	255	181
"ENSG00000229875.1"	NA	0	0	0	0	0	0	0	0	25	0	0	29
"ENSG00000229876.1"	CASC20	0	0	0	0	0	50	0	0	0	0	0	0
"ENSG00000229877.1"	NA	50	50	56	0	0	0	28	29	0	0	108	51
"ENSG00000229878.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000229880.1"	NA	3578	2848	2008	1811	1581	1901	4310	4061	1731	1588	1621	1911
"ENSG00000229881.1"	NA	88	117	89	113	135	83	145	150	102	127	137	100
"ENSG00000229882.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000229885.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000229886.1"	NA	200	350	350	240	450	349	592	374	153	445	438	482
"ENSG00000229887.4"	NA	4485	6070	4408	2012	2112	1839	8040	7432	3285	2634	2200	2280
"ENSG00000229890.1"	NA	0	51	0	0	0	0	27	61	50	0	27	0
"ENSG00000229891.1"	LINC01315	1854	1834	1305	721	1078	1210	2211	1550	860	1501	1147	1222
"ENSG00000229892.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000229893.2"	NA	1480	1250	1355	504	413	423	1655	1912	1044	896	692	861
"ENSG00000229894.4"	GK3P	3103	3620	2520	1329	1609	1100	4555	3822	1788	848	1573	1848
"ENSG00000229896.2"	NA	200	0	200	99	250	21	226	217	50	100	50	150
"ENSG00000229897.2"	NA	4503	4621	3516	2263	2514	2313	6813	6462	2199	1156	1915	1299
"ENSG00000229899.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000229900.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000229901.1"	LOC101929901	0	0	0	0	0	0	5	0	0	0	0	75
"ENSG00000229905.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000229906.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000229907.3"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000229909.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000229910.1"	NA	64	22	0	0	0	0	0	0	30	0	0	0
"ENSG00000229911.2"	NA	0	0	0	0	25	26	0	50	25	0	25	0
"ENSG00000229912.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000229913.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000229914.1"	NA	49	37	0	48	104	0	100	38	25	76	25	102
"ENSG00000229915.1"	NA	445	490	390	472	413	505	739	431	289	777	927	842
"ENSG00000229917.2"	NA	1810	1897	1113	1909	1477	1486	2597	2931	1045	1230	1459	2434
"ENSG00000229918.1"	DOCK9-AS1	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000229919.3"	NA	1095	1133	867	773	786	814	2378	2076	857	532	513	871
"ENSG00000229920.2"	NA	104	76	0	51	220	100	199	312	27	194	181	109
"ENSG00000229921.6"	KIF25-AS1	0	0	0	0	0	0	150	86	200	148	50	50
"ENSG00000229922.5"	NA	0	16	0	0	0	0	400	533	243	202	340	399
"ENSG00000229923.2"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000229924.3"	NA	335	100	113	100	150	100	150	232	14	281	50	197
"ENSG00000229925.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000229926.1"	NA	0	0	127	0	0	94	0	15	0	50	25	0
"ENSG00000229927.2"	NA	10450	9998	9408	8860	10948	8299	18115	15244	6978	8248	8295	8797
"ENSG00000229928.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000229930.1"	NA	100	50	14	171	100	0	150	86	68	216	155	106
"ENSG00000229931.1"	NA	2635	2556	1617	1336	747	2018	3892	2071	1975	2172	2002	1733
"ENSG00000229932.3"	NA	45265	42535	32956	24893	26081	24221	68892	64033	27347	28043	26658	28152
"ENSG00000229935.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000229937.5"	PRPS1L1	2600	2580	2055	1670	1422	1107	3931	4008	1471	2479	1515	1922
"ENSG00000229938.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000229939.1"	NA	9730	9679	8267	6508	5996	4997	13426	11901	4373	5974	5812	5664
"ENSG00000229940.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000229941.5"	LOC105373764	0	0	0	0	0	0	50	0	0	0	0	0
"ENSG00000229943.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000229944.3"	NA	51404	46850	33961	25069	26923	18202	78750	74561	29683	19116	22552	21046
"ENSG00000229946.2"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000229947.1"	NA	24	50	25	0	0	149	0	0	0	0	30	0
"ENSG00000229948.2"	NA	0	0	0	0	0	0	0	0	0	0	0	50
"ENSG00000229949.1"	NA	0	0	0	26	28	21	0	0	0	49	0	0
"ENSG00000229950.1"	NA	6983	9157	3791	2900	3214	4782	6155	3034	2463	3053	2411	1567
"ENSG00000229951.5"	FLJ31356	0	0	0	0	0	98	92	0	0	248	47	0
"ENSG00000229953.1"	NA	4807	3357	2855	605	887	1468	7329	6356	2860	1380	1519	1698
"ENSG00000229954.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000229955.1"	NA	25	50	18	0	0	0	50	0	48	0	0	0
"ENSG00000229956.10"	ZRANB2-AS2	136	0	212	0	99	0	500	500	165	33	50	0
"ENSG00000229957.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000229960.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000229961.1"	NA	50	50	0	189	150	37	50	0	0	0	0	0
"ENSG00000229962.1"	NA	300	150	91	150	100	0	3867	3573	2214	600	588	666
"ENSG00000229964.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000229965.1"	NA	18595	15000	13083	15740	17695	12757	29982	27717	11177	24147	21847	20422
"ENSG00000229967.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000229968.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000229969.1"	NA	344	229	242	77	251	200	245	63	180	235	330	227
"ENSG00000229970.3"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000229971.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000229972.7"	IQCF3	0	0	0	0	0	0	0	0	0	50	0	0
"ENSG00000229975.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000229976.1"	NA	0	0	0	0	0	0	24	0	0	0	0	0
"ENSG00000229977.2"	NA	217	439	230	233	170	76	386	781	240	565	223	120
"ENSG00000229978.1"	NA	0	0	0	0	0	0	0	0	0	0	100	0
"ENSG00000229979.1"	NA	0	0	0	0	28	0	0	0	30	28	0	30
"ENSG00000229980.4"	TOB1-AS1	841	348	741	100	230	97	1243	726	379	541	523	626
"ENSG00000229981.7"	LINC01435	50	50	0	0	0	0	0	50	0	0	28	0
"ENSG00000229982.1"	NA	0	25	0	0	0	29	56	114	92	0	57	29
"ENSG00000229983.1"	NA	0	0	0	37	0	0	0	0	15	30	50	0
"ENSG00000229985.2"	NA	245	158	100	28	282	279	396	159	104	262	302	74
"ENSG00000229986.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000229988.1"	NA	322	123	150	0	200	436	840	449	350	599	430	176
"ENSG00000229989.3"	NA	93	0	96	176	0	0	187	0	0	99	26	39
"ENSG00000229990.3"	NA	0	0	0	0	0	0	50	50	0	0	0	0
"ENSG00000229991.1"	NA	1521	1003	821	1324	1654	1270	1661	2074	653	1666	1234	1635
"ENSG00000229992.1"	NA	0	0	0	0	27	0	30	61	0	0	36	26
"ENSG00000229994.1"	NA	72274	71060	52744	65493	74954	52090	146936	141217	54069	81507	96950	89245
"ENSG00000229996.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000229999.6"	NA	50	0	0	50	0	150	0	0	0	0	40	50
"ENSG00000230000.2"	c("LOC100287704", "LOC100287834")	27	0	31	27	27	81	81	0	0	0	0	0
"ENSG00000230001.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230002.2"	ALMS1-IT1	1250	910	898	2088	1648	1280	2284	1777	995	1157	1090	1450
"ENSG00000230003.2"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230005.2"	NA	50	194	0	50	0	165	34	0	0	0	222	200
"ENSG00000230006.7"	ANKRD36BP2	472	375	246	324	226	100	450	250	301	154	199	248
"ENSG00000230009.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230010.1"	NA	0	0	0	0	0	0	50	0	0	0	0	0
"ENSG00000230011.2"	NA	37	0	0	0	50	0	29	86	0	36	50	0
"ENSG00000230013.1"	NA	0	0	0	0	0	38	0	0	0	0	0	0
"ENSG00000230014.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230015.3"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230018.1"	NA	0	0	0	0	21	0	24	0	0	0	0	0
"ENSG00000230019.1"	NA	0	0	0	0	0	0	3	0	0	0	0	0
"ENSG00000230020.1"	NHS-AS1	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230021.8"	LOC101928626	478	382	628	380	516	615	824	477	311	531	470	352
"ENSG00000230022.1"	NA	890	428	476	809	874	425	1056	990	383	686	673	801
"ENSG00000230023.2"	LOC284632	0	0	0	0	0	0	0	0	27	0	0	0
"ENSG00000230024.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230025.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230026.2"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230027.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230029.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230030.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230031.10"	POTEB2	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230033.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230035.2"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230037.1"	NA	12964	11510	9215	8333	8915	8257	19608	16866	5522	9447	8477	9810
"ENSG00000230039.1"	NA	353	529	500	250	527	438	1508	709	300	199	304	336
"ENSG00000230040.1"	LINC00364	0	0	0	47	0	0	0	0	0	0	0	0
"ENSG00000230042.1"	NA	216	167	97	200	149	381	369	240	76	100	184	50
"ENSG00000230043.1"	NA	270253	257236	206814	138061	164555	127963	498687	479979	195645	226522	240609	227441
"ENSG00000230044.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230045.4"	NA	0	46	50	0	0	0	0	50	0	50	100	0
"ENSG00000230046.1"	NA	320	193	92	28	38	19	320	185	120	157	109	168
"ENSG00000230047.1"	NA	0	0	0	0	50	0	0	0	0	301	309	258
"ENSG00000230051.1"	NA	0	250	0	100	0	26	200	71	0	50	50	0
"ENSG00000230052.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230053.2"	NA	0	0	0	31	0	0	0	0	0	25	0	0
"ENSG00000230054.2"	NA	50	0	0	50	0	0	0	0	0	0	27	0
"ENSG00000230056.1"	NA	733	150	200	486	938	344	499	300	150	296	150	223
"ENSG00000230061.2"	NA	150	0	0	143	0	100	300	347	150	150	150	200
"ENSG00000230062.5"	ANKRD66	0	0	0	0	0	0	0	50	0	0	0	100
"ENSG00000230063.1"	NA	0	0	0	0	0	0	0	0	0	70	100	0
"ENSG00000230064.1"	NA	364	510	216	653	619	450	829	760	500	747	715	587
"ENSG00000230065.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230066.5"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230067.3"	NA	52701	46304	37596	25865	28413	21950	77818	70398	30003	30532	28026	29574
"ENSG00000230068.2"	NA	0	0	0	0	0	100	0	0	51	0	150	50
"ENSG00000230069.3"	NA	1298	1386	1179	1728	1093	1584	2097	1216	669	1349	875	1299
"ENSG00000230071.2"	NA	896	499	268	485	333	370	1046	901	306	1067	542	366
"ENSG00000230073.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230074.1"	NA	0	0	0	0	0	0	0	0	5	89	38	0
"ENSG00000230076.1"	NA	71205	68636	59175	52908	69773	56702	102543	97577	40802	76045	76303	68471
"ENSG00000230077.1"	NA	541	636	736	550	600	300	899	749	0	400	200	250
"ENSG00000230079.1"	NA	2814	2704	2547	1488	2186	1686	4459	3502	1789	1156	974	1401
"ENSG00000230080.2"	NA	278	398	111	176	55	241	495	882	142	221	204	241
"ENSG00000230081.2"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230082.1"	PRRT3-AS1	2274	1209	1813	866	914	2247	3374	1392	1048	1167	735	903
"ENSG00000230083.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230084.5"	NA	1650	1812	610	1426	1298	1859	1857	1110	935	1628	1808	932
"ENSG00000230086.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230087.1"	NA	0	0	0	150	0	50	49	50	0	50	100	50
"ENSG00000230088.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230090.5"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230091.6"	NA	653	597	317	495	1084	701	1237	868	367	660	702	469
"ENSG00000230092.7"	NA	250	172	99	787	268	366	588	384	150	549	682	195
"ENSG00000230096.1"	NA	0	0	0	2	0	0	0	0	0	0	0	0
"ENSG00000230097.2"	NA	1479	943	926	550	349	536	1843	1615	800	417	471	619
"ENSG00000230098.1"	TCERG1L-AS1	0	0	0	50	0	84	0	0	50	249	172	159
"ENSG00000230099.2"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230100.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230101.5"	NA	0	44	0	0	29	0	0	0	0	0	0	0
"ENSG00000230102.7"	LOC285389	0	0	0	0	0	0	0	0	0	0	0	50
"ENSG00000230104.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230105.1"	NA	0	0	0	0	0	50	50	0	0	0	0	35
"ENSG00000230106.1"	NA	69	300	100	150	275	250	300	248	228	400	350	350
"ENSG00000230107.1"	NA	5343	4545	3234	1416	1169	1910	8496	6474	3405	2370	2781	3064
"ENSG00000230109.1"	NA	0	0	0	50	50	0	0	0	0	0	50	7
"ENSG00000230111.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230112.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230113.1"	NA	50	0	1	0	48	32	0	0	0	0	16	0
"ENSG00000230114.1"	LOC101929721	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230115.1"	TPRG1-AS2	180	23	0	90	90	0	45	90	0	90	0	45
"ENSG00000230116.1"	NA	39	56	181	65	0	110	318	100	147	50	222	51
"ENSG00000230118.1"	NA	0	0	0	63	34	0	70	64	0	0	26	0
"ENSG00000230119.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230120.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230121.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230122.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230123.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230124.6"	c("ACBD6", "LHX4-AS1")	79843	77144	58930	23662	31768	28826	109795	97960	44337	25680	25742	25723
"ENSG00000230125.1"	NA	0	0	0	45	0	0	0	0	0	58	150	0
"ENSG00000230126.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230130.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230131.5"	NA	102	100	50	100	0	79	0	135	50	50	50	0
"ENSG00000230132.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230133.1"	FLJ33581	0	4	0	50	0	0	40	0	0	0	50	0
"ENSG00000230137.1"	NA	0	0	0	0	0	45	0	0	0	27	50	0
"ENSG00000230138.1"	NA	265	100	0	50	24	103	50	83	0	0	0	0
"ENSG00000230140.5"	NA	0	0	0	0	100	0	0	0	0	0	0	0
"ENSG00000230142.2"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230146.1"	NA	10666	8913	8437	6074	6490	6074	12183	12782	5074	3905	4732	5762
"ENSG00000230147.2"	NA	26	0	0	0	0	0	49	0	0	0	0	39
"ENSG00000230148.8"	HOXB-AS1	368	579	137	418	262	684	383	184	198	1323	498	488
"ENSG00000230149.2"	NA	8413	9118	6095	4130	4216	7108	11727	8162	5109	5859	5739	3692
"ENSG00000230153.5"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230154.1"	NA	3815	4157	2711	2263	2144	2076	6029	5115	2315	2549	2285	3065
"ENSG00000230155.6"	NA	2200	1687	1731	2323	3098	3151	3509	3120	1551	2670	3686	2848
"ENSG00000230156.2"	LINC00443	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230157.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230158.1"	NA	0	0	0	0	0	0	0	0	0	0	37	0
"ENSG00000230159.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230160.1"	NA	50	0	0	7	0	0	50	0	0	0	0	0
"ENSG00000230161.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230162.1"	NA	0	100	0	50	200	179	100	0	86	252	50	50
"ENSG00000230163.1"	NA	566	904	504	533	543	285	727	246	497	560	768	428
"ENSG00000230164.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230165.1"	NA	1893	2914	1734	1783	1456	1606	4811	4035	1778	1076	1629	1360
"ENSG00000230166.1"	NA	34	0	26	0	0	24	0	0	27	0	0	0
"ENSG00000230169.1"	NA	0	23	0	25	25	0	0	0	0	0	25	0
"ENSG00000230170.1"	NA	13903	13994	10851	5952	7096	5542	20861	19627	6921	6824	6419	5753
"ENSG00000230171.1"	NA	0	28	53	142	177	116	104	75	50	110	54	0
"ENSG00000230172.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230173.1"	LOC101927431	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230174.1"	NA	50	0	0	0	0	30	0	0	0	0	0	0
"ENSG00000230175.1"	NA	75	124	0	25	25	0	0	64	0	0	25	76
"ENSG00000230176.2"	LINC01433	50	50	100	90	50	150	0	160	0	131	0	0
"ENSG00000230177.1"	NA	769	1200	438	1009	434	838	1808	378	475	1094	780	527
"ENSG00000230178.1"	OR4F3	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230180.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230182.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230183.4"	NA	2884	2298	1779	756	1082	1639	3726	2770	928	500	847	900
"ENSG00000230184.1"	NA	28	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230185.4"	NA	599	953	495	555	453	580	987	498	527	796	350	251
"ENSG00000230186.3"	NA	0	0	0	0	0	44	0	100	0	131	0	0
"ENSG00000230187.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230188.1"	NA	75	207	122	250	100	50	362	153	225	411	230	65
"ENSG00000230189.6"	NA	1777	2616	1214	1243	1908	1875	3662	2424	2022	1969	1475	2123
"ENSG00000230190.1"	LOC105375556	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230191.1"	NA	435	449	128	50	350	128	698	875	350	450	550	650
"ENSG00000230192.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230194.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230196.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230197.6"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230198.1"	NA	55	28	54	0	0	93	63	25	0	106	65	28
"ENSG00000230199.1"	NA	7212	7885	5791	4958	6846	5062	12606	12198	4743	7914	9166	7744
"ENSG00000230201.5"	NA	0	0	0	0	0	0	0	25	0	50	0	0
"ENSG00000230202.1"	NA	260742	244235	204597	191309	227987	208487	375161	368252	148631	283700	272510	266564
"ENSG00000230203.1"	NA	195	143	108	113	108	155	224	292	82	94	181	352
"ENSG00000230204.1"	NA	101510	82602	63141	65292	70430	72082	165456	134532	58351	101556	91971	88266
"ENSG00000230205.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230207.1"	NA	322373	285948	233798	237147	272260	255300	600593	570998	221580	357033	379179	345559
"ENSG00000230208.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230212.6"	LOC100133286	50	0	50	0	200	50	50	50	0	127	25	82
"ENSG00000230213.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230214.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230215.1"	EIF2B5-AS1	0	0	0	0	0	0	48	0	0	50	100	0
"ENSG00000230216.1"	NA	1388	1151	1605	1263	1424	2163	2821	2956	1253	2201	2354	2695
"ENSG00000230219.3"	FAM92A1P2	0	0	0	0	47	0	50	0	0	0	0	0
"ENSG00000230221.2"	NA	4702	3461	3363	5596	5830	5873	5565	6273	2957	6185	6015	5684
"ENSG00000230223.6"	NA	462	656	558	362	413	492	461	415	279	737	421	493
"ENSG00000230224.1"	NA	3347	3544	2037	1949	2007	2595	4470	4821	1639	3297	3096	3598
"ENSG00000230225.1"	NA	0	0	0	0	0	22	50	0	0	0	50	0
"ENSG00000230226.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230227.4"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230228.2"	NA	2451	1813	2175	1535	1821	1704	2542	2011	973	1758	1266	1245
"ENSG00000230229.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230231.1"	NA	0	0	0	0	0	0	14	0	0	0	0	0
"ENSG00000230233.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230234.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230237.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230239.1"	NA	0	50	0	0	0	0	0	0	0	0	0	0
"ENSG00000230240.1"	NA	0	0	0	0	0	0	50	0	0	0	0	50
"ENSG00000230241.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230243.1"	NA	242	200	150	188	84	131	179	267	150	150	150	112
"ENSG00000230244.1"	NA	0	0	0	0	0	0	59	62	0	0	0	0
"ENSG00000230245.2"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230246.7"	NA	0	0	0	0	0	0	0	21	0	0	50	0
"ENSG00000230247.2"	NA	0	0	0	20	0	0	0	53	0	0	0	0
"ENSG00000230248.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230249.1"	NA	191	25	175	93	56	59	193	284	56	200	179	99
"ENSG00000230250.2"	LOC105378739	0	0	0	0	0	0	0	0	0	0	50	0
"ENSG00000230251.1"	NA	604	893	391	308	502	592	977	1624	482	348	729	400
"ENSG00000230252.1"	NA	0	24	0	0	0	0	0	0	0	0	0	0
"ENSG00000230256.1"	NA	0	0	0	0	0	0	0	0	0	0	50	0
"ENSG00000230257.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230258.6"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230260.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230261.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000230262.6"	MIRLET7DHG	4795	4801	2178	3999	1824	2767	7644	3292	3755	4247	3069	2441
"ENSG00000230265.1"	NA	0	0	0	0	0	0	0	0	0	0	0	0
